time_elapsed,pos1,pos2,pos3,vel1,vel2,vel3,torque1,torque2,torque3
7.629,-2.631346,-3.454025,3.926991,0.376807,-2.000000,0.000000,0.751494,27.687361,-2.362190
7.639,-2.627531,-3.474025,3.926991,0.381470,-2.000000,0.000000,0.736176,27.639082,-2.242493
7.649,-2.623670,-3.494025,3.926991,0.386133,-2.000000,0.000000,0.720712,27.579658,-2.121547
7.659,-2.619762,-3.514025,3.926991,0.390795,-2.000000,0.000000,0.705103,27.509109,-1.999401
7.669,-2.615808,-3.534025,3.926991,0.395455,-2.000000,0.000000,0.689348,27.427464,-1.876105
7.679,-2.611806,-3.554025,3.926991,0.400112,-2.000000,0.000000,0.673446,27.334754,-1.751708
7.689,-2.607759,-3.574025,3.926991,0.404767,-2.000000,0.000000,0.657397,27.231014,-1.626263
7.699,-2.603665,-3.594025,3.926991,0.409418,-2.000000,0.000000,0.641201,27.116286,-1.499820
7.709,-2.599524,-3.614025,3.926991,0.414063,-2.000000,0.000000,0.624857,26.990614,-1.372430
7.719,-2.595337,-3.634025,3.926991,0.418703,-2.000000,0.000000,0.608365,26.854048,-1.244147
7.729,-2.591104,-3.654025,3.926991,0.423336,-2.000000,0.000000,0.591725,26.706641,-1.115021
7.739,-2.586824,-3.674025,3.926991,0.427961,-2.000000,0.000000,0.574935,26.548451,-0.985107
7.749,-2.582498,-3.694025,3.926991,0.432577,-2.000000,0.000000,0.557997,26.379541,-0.854458
7.759,-2.578126,-3.714025,3.926991,0.437182,-2.000000,0.000000,0.540908,26.199977,-0.723126
7.769,-2.573709,-3.734025,3.926991,0.441775,-2.000000,0.000000,0.523670,26.009830,-0.591166
7.779,-2.569245,-3.754025,3.926991,0.446355,-2.000000,0.000000,0.506281,25.809175,-0.458631
7.789,-2.564736,-3.774025,3.926991,0.450920,-2.000000,0.000000,0.488741,25.598093,-0.325576
7.799,-2.560181,-3.794025,3.926991,0.455468,-2.000000,0.000000,0.471049,25.376665,-0.192055
7.809,-2.555581,-3.814025,3.926991,0.459998,-2.000000,0.000000,0.453206,25.144980,-0.058122
7.819,-2.550936,-3.834025,3.926983,0.464493,-2.000000,-0.000826,0.435211,24.836273,-0.007469
7.829,-2.546247,-3.854025,3.926953,0.468942,-2.000000,-0.002980,0.417063,24.476278,-0.007156
7.839,-2.541513,-3.874025,3.926888,0.473341,-2.000000,-0.006465,0.398762,24.104955,-0.006840
7.849,-2.536737,-3.894025,3.926775,0.477688,-2.000000,-0.011286,0.380308,23.722452,-0.006522
7.859,-2.531917,-3.914025,3.926601,0.481980,-2.000000,-0.017448,0.361700,23.328919,-0.006201
7.869,-2.527498,-3.926991,3.920721,0.441856,-1.296616,-0.587948,0.342937,456.036321,-0.005879
7.879,-2.523890,-3.926991,3.904405,0.360786,-0.000000,-1.631643,0.324021,820.968580,-0.005553
7.889,-2.520282,-3.926991,3.888070,0.360855,-0.000000,-1.633457,0.304949,22.685570,-0.005226
7.899,-2.516673,-3.926991,3.871707,0.360877,-0.000000,-1.636357,0.285722,22.694612,-0.004896
7.909,-2.513065,-3.926991,3.855303,0.360852,-0.000000,-1.640346,0.266339,22.702210,-0.004563
7.919,-2.509457,-3.926991,3.838849,0.360779,-0.000000,-1.645424,0.246800,22.708312,-0.004228
7.929,-2.505850,-3.926991,3.822333,0.360660,-0.000000,-1.651593,0.227104,22.712863,-0.003890
7.939,-2.502245,-3.926991,3.805745,0.360494,-0.000000,-1.658856,0.207251,22.715806,-0.003550
7.949,-2.498642,-3.926991,3.789072,0.360280,-0.000000,-1.667215,0.187241,22.717080,-0.003207
7.959,-2.495042,-3.926991,3.772306,0.360019,-0.000000,-1.676674,0.167073,22.716623,-0.002861
7.969,-2.491445,-3.926991,3.755433,0.359711,-0.000000,-1.687235,0.146747,22.714368,-0.002513
7.979,-2.487852,-3.926991,3.738444,0.359356,-0.000000,-1.698903,0.126262,22.710246,-0.002162
7.989,-2.484262,-3.926991,3.721327,0.358955,-0.000000,-1.711681,0.105618,22.704185,-0.001809
7.999,-2.480677,-3.926991,3.704072,0.358507,-0.000000,-1.725575,0.084815,22.696108,-0.001452
8.009,-2.477097,-3.926991,3.686666,0.358014,-0.000000,-1.740589,0.063852,22.685936,-0.001093
8.019,-2.473522,-3.926991,3.669099,0.357475,-0.000000,-1.756727,0.042729,22.673585,-0.000732
8.029,-2.469953,-3.926991,3.651359,0.356891,-0.000000,-1.773996,0.021445,22.658969,-0.000367
8.039,-2.466390,-3.926991,3.633435,0.356263,-0.000000,-1.792400,0.000000,22.641997,0.000000
8.049,-2.462834,-3.926991,3.615315,0.355626,-0.000000,-1.811945,0.000000,22.623638,0.000000
8.059,-2.459284,-3.926991,3.596989,0.354981,-0.000000,-1.832637,0.000000,22.602723,0.000000
8.069,-2.455741,-3.926991,3.578444,0.354329,-0.000000,-1.854483,0.000000,22.579149,0.000000
8.079,-2.452204,-3.926991,3.559669,0.353672,-0.000000,-1.877487,0.000000,22.552814,0.000000
8.089,-2.448674,-3.926991,3.540652,0.353009,-0.000000,-1.901657,0.000000,22.523610,0.000000
8.099,-2.445151,-3.926991,3.521383,0.352344,-0.000000,-1.926998,0.000000,22.491428,-0.000000
8.109,-2.441634,-3.926991,3.501847,0.351677,-0.000000,-1.953517,0.000000,22.456158,-0.000000
8.119,-2.438124,-3.926991,3.482035,0.351009,-0.000000,-1.981219,0.000000,22.417687,0.000000
8.129,-2.434621,-3.926991,3.461934,0.350343,-0.000000,-2.010111,0.000000,22.375903,0.000000
